season,week,weekly_rank,season_rank,celebrity_name,total_score,ballroom_partner,estimated_fan_percent,fan_percent_min,fan_percent_max,estimated_fan_rank_milp,inferred_fan_rank,certainty,computed_total_rank,rank_based_score,is_predicted_eliminated_rank,prediction_outcome_rank,is_week_prediction_correct_rank,judge_percent,percent_based_score,is_predicted_eliminated_percent,prediction_outcome_percent,is_week_prediction_correct_percent,is_actual_eliminated,certainty_final,EC_norm,PD_norm
11,1,10.0,10,Margaret Cho,15.0,Louis van Amstel,4.5,0.01,99.99,,10,0.0002,10,20.0,False,Correctly Predicted Safe,True,6.607929515418502,5.553964757709251,False,Correctly Predicted Safe,True,False,0.36305594227303806,0.0,0.9550910182036407
11,1,10.0,9,The Situation,15.0,Karina Smirnoff,6.26,0.01,99.99,,9,0.0002,9,19.0,False,Correctly Predicted Safe,True,6.607929515418502,6.433964757709251,False,Correctly Predicted Safe,True,False,0.41208638341517084,0.09090909090909091,0.9374874974994999
11,2,1.0,1,Jennifer Grey,24.0,Derek Hough,12.5,0.0,100.0,,1,0.0,1,2.0,False,Correctly Predicted Safe,True,10.85972850678733,11.679864253393664,False,Correctly Predicted Safe,True,False,0.34540920336789493,0.0,0.875
11,2,2.0,7,Audrina Patridge,23.0,Tony Dovolani,9.12,0.0,100.0,,7,0.0,7,9.0,False,Correctly Predicted Safe,True,10.407239819004523,9.763619909502262,False,Correctly Predicted Safe,True,False,0.707064132348926,0.5,0.9088
11,2,3.0,2,Kyle Massey,22.0,Lacey Schwimmer,12.5,0.0,100.0,,5,0.0,2,8.0,False,Correctly Predicted Safe,True,9.95475113122172,11.22737556561086,False,Correctly Predicted Safe,True,False,0.4009696236187762,0.1,0.875
11,2,3.0,3,Bristol Palin,22.0,Mark Ballas,12.5,0.0,100.0,,2,0.0,3,5.0,False,Correctly Predicted Safe,True,9.95475113122172,11.22737556561086,False,Correctly Predicted Safe,True,False,0.34540920336789493,0.0,0.875
11,2,5.0,6,Rick Fox,21.0,Cheryl Burke,11.32,0.0,100.0,,6,0.0,6,11.0,False,Correctly Predicted Safe,True,9.502262443438914,10.411131221719458,False,Correctly Predicted Safe,True,False,0.4041097661693083,0.1,0.8868
11,2,5.0,5,Kurt Warner,21.0,Anna Trebunskaya,12.5,0.0,100.0,,3,0.0,4,8.0,False,Correctly Predicted Safe,True,9.502262443438914,11.001131221719458,False,Correctly Predicted Safe,True,False,0.34540920336789493,0.0,0.875
11,2,5.0,4,Brandy,21.0,Maksim Chmerkoskiy,12.5,0.0,100.0,,4,0.0,5,9.0,False,Correctly Predicted Safe,True,9.502262443438914,11.001131221719458,False,Correctly Predicted Safe,True,False,0.4009696236187762,0.1,0.875
11,2,8.0,8,Florence Henderson,19.0,Corky Ballas,7.26,0.0,100.0,,8,0.0,8,16.0,False,Correctly Predicted Safe,True,8.597285067873303,7.928642533936651,False,Correctly Predicted Safe,True,False,0.35678518061392883,0.0,0.9274
11,2,9.0,10,Margaret Cho,18.0,Louis van Amstel,3.15,0.0,100.0,,10,0.0,10,19.0,False,Correctly Predicted Safe,True,8.144796380090497,5.647398190045249,False,Correctly Predicted Safe,True,False,0.42667269274819947,0.1,0.9685
11,2,9.0,9,The Situation,18.0,Karina Smirnoff,5.23,0.0,100.0,,9,0.0,9,18.0,False,Correctly Predicted Safe,True,8.144796380090497,6.687398190045249,False,Correctly Predicted Safe,True,False,0.36136467292032326,0.0,0.9477
11,2,11.0,11,Michael Bolton,12.0,Chelsie Hightower,1.41,0.0,12.74,,11,0.8726,11,22.0,True,Correctly Predicted Eliminated,True,5.429864253393665,3.4199321266968328,True,Correctly Predicted Eliminated,True,True,0.34845552306529953,0.0,0.8893249607535322
11,3,1.0,7,Audrina Patridge,26.0,Tony Dovolani,8.44,0.0,100.0,,7,0.0,7,8.0,False,Correctly Predicted Safe,True,11.76470588235294,10.10235294117647,False,Correctly Predicted Safe,True,False,0.8072770761739765,0.6666666666666666,0.9156
11,3,2.0,1,Jennifer Grey,24.0,Derek Hough,13.84,0.0,100.0,,1,0.0,1,3.0,False,Correctly Predicted Safe,True,10.85972850678733,12.349864253393664,False,Correctly Predicted Safe,True,False,0.4043039450163911,0.1111111111111111,0.8616
11,3,2.0,6,Rick Fox,24.0,Cheryl Burke,11.08,0.0,100.0,,6,0.0,6,8.0,False,Correctly Predicted Safe,True,10.85972850678733,10.969864253393666,False,Correctly Predicted Safe,True,False,0.6610453519166608,0.4444444444444444,0.8892
11,3,2.0,4,Brandy,24.0,Maksim Chmerkoskiy,13.84,0.0,100.0,,2,0.0,2,4.0,False,Correctly Predicted Safe,True,10.85972850678733,12.349864253393664,False,Correctly Predicted Safe,True,False,0.4803784839186739,0.2222222222222222,0.8616
11,3,5.0,2,Kyle Massey,23.0,Lacey Schwimmer,13.84,0.0,100.0,,3,0.0,3,8.0,False,Correctly Predicted Safe,True,10.407239819004523,12.123619909502263,False,Correctly Predicted Safe,True,False,0.5657918513576625,0.3333333333333333,0.8616
11,3,5.0,5,Kurt Warner,23.0,Anna Trebunskaya,13.66,0.0,100.0,,5,0.0,4,10.0,False,Correctly Predicted Safe,True,10.407239819004523,12.033619909502264,False,Correctly Predicted Safe,True,False,0.3429773359884694,0.0,0.8634
11,3,7.0,8,Florence Henderson,20.0,Corky Ballas,6.3,0.0,100.0,,8,0.0,8,15.0,False,Correctly Predicted Safe,True,9.049773755656108,7.674886877828055,False,Correctly Predicted Safe,True,False,0.4250889230485163,0.1111111111111111,0.937
11,3,7.0,9,The Situation,20.0,Karina Smirnoff,3.78,0.0,100.0,,9,0.0,9,16.0,False,Correctly Predicted Safe,True,9.049773755656108,6.414886877828054,False,Correctly Predicted Safe,True,False,0.5128218959668326,0.2222222222222222,0.9621999999999999
11,3,9.0,3,Bristol Palin,19.0,Mark Ballas,13.84,0.0,100.0,,4,0.0,5,13.0,False,Correctly Predicted Safe,True,8.597285067873303,11.218642533936652,False,Correctly Predicted Safe,True,False,0.7957050951436608,0.6666666666666666,0.8616
11,3,10.0,10,Margaret Cho,18.0,Louis van Amstel,1.39,0.0,11.85,,10,0.8815,10,20.0,True,Correctly Predicted Eliminated,True,8.144796380090497,4.767398190045249,True,Correctly Predicted Eliminated,True,True,0.3470408228093006,0.0,0.8827004219409282
11,4,1.0,1,Jennifer Grey,28.0,Derek Hough,15.4,0.0,100.0,,2,0.0,1,3.0,False,Correctly Predicted Safe,True,15.64245810055866,15.52122905027933,False,Correctly Predicted Safe,True,False,0.33938803648477806,0.0,0.846
11,4,2.0,4,Brandy,24.0,Maksim Chmerkoskiy,15.4,0.0,100.0,,3,0.0,2,5.0,False,Correctly Predicted Safe,True,13.40782122905028,14.40391061452514,False,Correctly Predicted Safe,True,False,0.496096357657873,0.25,0.846
11,4,3.0,7,Audrina Patridge,23.0,Tony Dovolani,7.26,0.0,100.0,,7,0.0,7,10.0,False,Correctly Predicted Safe,True,12.849162011173185,10.054581005586591,False,Correctly Predicted Safe,True,False,0.7125303332954724,0.5,0.9274
11,4,4.0,2,Kyle Massey,20.0,Lacey Schwimmer,15.4,0.0,100.0,,4,0.0,3,8.0,False,Correctly Predicted Safe,True,11.1731843575419,13.286592178770947,False,Correctly Predicted Safe,True,False,0.496096357657873,0.25,0.846
11,4,5.0,6,Rick Fox,19.5,Cheryl Burke,10.65,0.0,100.0,,6,0.0,6,11.0,False,Correctly Predicted Safe,True,10.893854748603353,10.771927374301676,False,Correctly Predicted Safe,True,False,0.4219560702492274,0.125,0.8935
11,4,6.0,8,Florence Henderson,17.5,Corky Ballas,4.66,0.0,100.0,,8,0.0,8,14.0,False,Correctly Predicted Safe,True,9.776536312849162,7.218268156424581,False,Correctly Predicted Safe,True,False,0.5313463063831734,0.25,0.9534
11,4,7.0,5,Kurt Warner,17.0,Anna Trebunskaya,13.94,0.0,100.0,,5,0.0,5,12.0,False,Correctly Predicted Safe,True,9.497206703910614,11.718603351955306,False,Correctly Predicted Safe,True,False,0.500818490063021,0.25,0.8606
11,4,8.0,3,Bristol Palin,16.0,Mark Ballas,15.4,0.0,100.0,,1,0.0,4,9.0,False,Correctly Predicted Safe,True,8.938547486033519,12.16927374301676,False,Correctly Predicted Safe,True,False,0.7693316364320171,0.625,0.846
11,4,9.0,9,The Situation,14.0,Karina Smirnoff,1.88,0.0,14.39,,9,0.8561,9,18.0,True,Correctly Predicted Eliminated,True,7.82122905027933,4.850614525139665,True,Correctly Predicted Eliminated,True,True,0.34422159175078176,0.0,0.8693537178596248
11,5,1.0,4,Brandy,27.0,Maksim Chmerkoskiy,16.95,0.0,97.78,,4,0.0222,1,5.0,False,Correctly Predicted Safe,True,14.835164835164836,15.892582417582418,False,Correctly Predicted Safe,True,False,0.6286248632454761,0.42857142857142855,0.826651667007568
11,5,2.0,1,Jennifer Grey,25.0,Derek Hough,17.61,0.0,97.78,,1,0.0222,2,3.0,False,Correctly Predicted Safe,True,13.736263736263735,15.673131868131868,False,Correctly Predicted Safe,True,False,0.41308071730375656,0.14285714285714285,0.8199018204131725
11,5,3.0,6,Rick Fox,24.0,Cheryl Burke,9.42,0.0,97.78,,6,0.0222,6,9.0,False,Correctly Predicted Safe,True,13.186813186813188,11.303406593406594,False,Correctly Predicted Safe,True,False,0.6537943785890139,0.42857142857142855,0.9036612804254449
11,5,3.0,5,Kurt Warner,24.0,Anna Trebunskaya,13.33,0.0,97.78,,5,0.0222,5,8.0,False,Correctly Predicted Safe,True,13.186813186813188,13.258406593406594,False,Correctly Predicted Safe,True,False,0.5292193178179099,0.2857142857142857,0.8636735528737983
11,5,5.0,7,Audrina Patridge,23.0,Tony Dovolani,5.6,0.0,97.78,,7,0.0222,7,12.0,False,Correctly Predicted Safe,True,12.637362637362637,9.118681318681318,False,Correctly Predicted Safe,True,False,0.5556879936121322,0.2857142857142857,0.942728574350583
11,5,6.0,8,Florence Henderson,21.0,Corky Ballas,1.88,0.0,13.45,,8,0.8655,8,14.0,True,Correctly Predicted Eliminated,True,11.538461538461538,6.7092307692307696,True,Correctly Predicted Eliminated,True,True,0.5280725673238723,0.2857142857142857,0.8602230483271376
11,5,7.0,2,Kyle Massey,20.0,Lacey Schwimmer,17.61,0.56,98.34,,2,0.0222,3,9.0,False,Correctly Predicted Safe,True,10.989010989010987,14.299505494505494,False,Correctly Predicted Safe,True,False,0.8116227628127863,0.7142857142857143,0.8256289629781142
11,5,8.0,3,Bristol Palin,18.0,Mark Ballas,17.61,1.66,99.44,,3,0.0222,4,11.0,False,Correctly Predicted Safe,True,9.89010989010989,13.750054945054943,False,Correctly Predicted Safe,True,False,0.8138932638545191,0.7142857142857143,0.8368787073021068
11,6,1.0,4,Brandy,35.9999,Maksim Chmerkoskiy,16.79,0.0,89.81,,4,0.1019,3,5.0,False,Correctly Predicted Safe,False,17.391314849856983,17.09065742492849,False,Correctly Predicted Safe,True,False,0.6779446840786597,0.5,0.8130497717403408
11,6,2.0,7,Audrina Patridge,31.9998,Tony Dovolani,1.94,0.0,13.1,,7,0.869,7,9.0,False,Incorrectly Predicted Safe,False,15.45889285615942,8.69944642807971,True,Correctly Predicted Eliminated,True,True,0.8631973237203727,0.8333333333333334,0.8519083969465648
11,6,3.0,6,Rick Fox,30.0,Cheryl Burke,7.22,0.98,90.78,,6,0.1019,6,9.0,False,Correctly Predicted Safe,False,14.49280263266591,10.856401316332954,False,Correctly Predicted Safe,True,False,0.7134385015419737,0.5,0.9305122494432071
11,6,4.0,2,Kyle Massey,29.9999,Lacey Schwimmer,20.32,0.98,90.78,,3,0.1019,1,7.0,False,Correctly Predicted Safe,False,14.4927543233238,17.4063771616619,False,Correctly Predicted Safe,True,False,0.5399163751684528,0.3333333333333333,0.7846325167037862
11,6,5.0,1,Jennifer Grey,29.0,Derek Hough,20.32,1.46,91.26,,1,0.1019,2,6.0,False,Correctly Predicted Safe,False,14.009709211577045,17.164854605788523,False,Correctly Predicted Safe,True,False,0.7793062050635828,0.6666666666666666,0.789977728285078
11,6,6.0,3,Bristol Palin,27.9998,Mark Ballas,20.32,1.94,91.75,,2,0.1019,4,8.0,False,Correctly Predicted Safe,False,13.526519171803963,16.92325958590198,False,Correctly Predicted Safe,True,False,0.6723960585120266,0.5,0.7953457298741788
11,6,7.0,5,Kurt Warner,21.9999,Anna Trebunskaya,13.08,4.84,94.65,,5,0.1019,5,12.0,True,Incorrectly Predicted Eliminated,False,10.628006954612893,11.854003477306446,False,Correctly Predicted Safe,True,False,0.5815339673183559,0.3333333333333333,0.908250751586683
11,7,1.0,1,Jennifer Grey,36.5,Derek Hough,23.85,0.0,98.54,,1,0.0146,1,2.0,False,Correctly Predicted Safe,True,17.505995203836928,20.677997601918463,False,Correctly Predicted Safe,True,False,0.32229228833754175,0.0,0.7579663080982342
11,7,1.0,4,Brandy,36.5,Maksim Chmerkoskiy,16.27,0.0,98.54,,4,0.0146,4,5.0,False,Correctly Predicted Safe,True,17.505995203836928,16.887997601918464,False,Correctly Predicted Safe,True,False,0.7516383652191838,0.6,0.8348893850213112
11,7,3.0,5,Kurt Warner,35.0,Anna Trebunskaya,9.63,0.0,98.54,,5,0.0146,5,8.0,False,Correctly Predicted Safe,True,16.786570743405278,13.20828537170264,False,Correctly Predicted Safe,True,False,0.6315818529017512,0.4,0.902273188552872
11,7,4.0,6,Rick Fox,34.5,Cheryl Burke,2.87,0.0,16.78,,6,0.8322,6,10.0,True,Correctly Predicted Eliminated,True,16.546762589928058,9.70838129496403,True,Correctly Predicted Eliminated,True,True,0.6071955729551224,0.4,0.8289630512514898
11,7,5.0,2,Kyle Massey,33.5,Lacey Schwimmer,23.85,0.49,99.03,,2,0.0146,2,7.0,False,Correctly Predicted Safe,True,16.06714628297362,19.95857314148681,False,Correctly Predicted Safe,True,False,0.7321764899688576,0.6,0.7629389080576415
11,7,6.0,3,Bristol Palin,32.5,Mark Ballas,23.54,0.97,99.51,,3,0.0146,3,9.0,False,Correctly Predicted Safe,True,15.587529976019184,19.56376498800959,False,Correctly Predicted Safe,True,False,0.734400144306758,0.6,0.7709559569717881
11,8,1.0,1,Jennifer Grey,28.5,Derek Hough,29.18,0.0,99.61,,2,0.0039,1,3.0,False,Correctly Predicted Safe,True,21.50943396226415,25.344716981132077,False,Correctly Predicted Safe,True,False,0.31320028955265444,0.0,0.7070575243449453
11,8,1.0,4,Brandy,28.5,Maksim Chmerkoskiy,13.18,0.0,99.61,,4,0.0039,4,5.0,False,Correctly Predicted Safe,True,21.50943396226415,17.344716981132073,False,Correctly Predicted Safe,True,False,0.8353052306574962,0.75,0.8676839674731452
11,8,3.0,2,Kyle Massey,28.0,Lacey Schwimmer,29.18,0.0,99.61,,1,0.0039,2,4.0,False,Correctly Predicted Safe,True,21.13207547169812,25.156037735849058,False,Correctly Predicted Safe,True,False,0.4526487293200064,0.25,0.7070575243449453
11,8,4.0,5,Kurt Warner,24.0,Anna Trebunskaya,4.44,0.0,21.88,,5,0.7812,5,9.0,True,Correctly Predicted Eliminated,True,18.11320754716981,11.276603773584906,True,Correctly Predicted Eliminated,True,True,0.4804700605299706,0.25,0.7970749542961608
11,8,5.0,3,Bristol Palin,23.5,Mark Ballas,24.01,0.39,100.0,,3,0.0039,3,8.0,False,Correctly Predicted Safe,True,17.735849056603772,20.872924528301887,False,Correctly Predicted Safe,True,False,0.6621012884757946,0.5,0.7628752133319947
11,9,1.0,1,Jennifer Grey,30.0,Derek Hough,37.55,0.0,98.24,,1,0.0176,1,2.0,False,Correctly Predicted Safe,False,26.31578947368421,31.9328947368421,False,Correctly Predicted Safe,True,False,0.2986037401513543,0.0,0.6177728013029316
11,9,2.0,2,Kyle Massey,29.0,Lacey Schwimmer,35.51,0.0,98.24,,2,0.0176,2,4.0,False,Correctly Predicted Safe,False,25.438596491228072,30.47429824561404,False,Correctly Predicted Safe,True,False,0.30184911109127055,0.0,0.6385382736156352
11,9,3.0,4,Brandy,28.5,Maksim Chmerkoskiy,5.63,0.0,24.99,,4,0.7501,4,7.0,False,Incorrectly Predicted Safe,False,25.0,15.315,True,Correctly Predicted Eliminated,True,True,0.5365996579881787,0.3333333333333333,0.7747098839535814
11,9,4.0,3,Bristol Palin,26.5,Mark Ballas,21.31,1.76,100.0,,3,0.0176,3,7.0,True,Incorrectly Predicted Eliminated,False,23.24561403508772,22.277807017543857,False,Correctly Predicted Safe,True,False,0.5453983903970607,0.3333333333333333,0.8009975570032574
11,10,1.0,1,Jennifer Grey,30.0,Derek Hough,53.72,30.53,100.0,,1,0.3053,1,2.0,False,Correctly Predicted Safe,True,36.1446654088323,44.93233270441616,False,Correctly Predicted Safe,True,False,0.3063094714685183,0.0,0.6661868432416871
11,10,2.0,2,Kyle Massey,27.3332,Lacey Schwimmer,36.03,0.0,51.6,,2,0.484,2,4.0,True,Correctly Predicted Eliminated,True,32.931645618423175,34.48082280921159,True,Correctly Predicted Eliminated,True,True,0.25920372645242445,0.0,0.30174418604651165
11,10,3.0,3,Bristol Palin,25.666600000000003,Mark Ballas,10.25,0.0,35.73,,3,0.6427,3,6.0,True,Correctly Predicted Eliminated,True,30.92368897274451,20.586844486372257,True,Correctly Predicted Eliminated,True,True,0.31425422046935314,0.0,0.7131262244612371
12,2,2.0,1,Hines Ward,44.0,Kym Johnson,12.49,0.0,100.0,,5,0.0,2,7.0,False,Correctly Predicted Safe,True,10.401891252955082,11.445945626477542,False,Correctly Predicted Safe,True,False,0.400996105947543,0.1,0.8751
12,2,4.0,7,Chris Jericho,42.0,Cheryl Burke,9.17,0.0,100.0,,7,0.0,7,11.0,False,Correctly Predicted Safe,True,9.929078014184398,9.5495390070922,False,Correctly Predicted Safe,True,False,0.55531934893953,0.3,0.9083
12,2,4.0,5,Romeo,42.0,Chelsie Hightower,12.49,0.0,100.0,,1,0.0,4,5.0,False,Correctly Predicted Safe,True,9.929078014184398,11.2095390070922,False,Correctly Predicted Safe,True,False,0.400996105947543,0.1,0.8751
12,2,1.0,4,Ralph Macchio,45.0,Karina Smirnoff,12.49,0.0,100.0,,2,0.0,1,3.0,False,Correctly Predicted Safe,True,10.638297872340424,11.564148936170213,False,Correctly Predicted Safe,True,False,0.544166020462943,0.3,0.8751
12,2,3.0,2,Kirstie Alley,43.0,Maksim Chmerkoskiy,12.49,0.0,100.0,,3,0.0,3,6.0,False,Correctly Predicted Safe,True,10.16548463356974,11.327742316784873,False,Correctly Predicted Safe,True,False,0.400996105947543,0.1,0.8751
12,2,7.0,6,Kendra Wilkinson,37.0,Louis van Amstel,11.4,0.0,100.0,,6,0.0,6,13.0,False,Correctly Predicted Safe,True,8.747044917257684,10.073522458628842,False,Correctly Predicted Safe,True,False,0.4038959070416968,0.1,0.886
12,2,6.0,3,Chelsea Kane,39.0,Mark Ballas,12.49,0.0,100.0,,4,0.0,5,10.0,False,Correctly Predicted Safe,True,9.219858156028367,10.854929078014184,False,Correctly Predicted Safe,True,False,0.544166020462943,0.3,0.8751
12,2,8.0,8,Petra Nemcova,36.0,Dmitry Chaplin,7.27,0.0,100.0,,8,0.0,8,16.0,False,Correctly Predicted Safe,True,8.51063829787234,7.89031914893617,False,Correctly Predicted Safe,True,False,0.3567628600327286,0.0,0.9273
12,2,9.0,9,Sugar Ray Leonard,34.0,Anna Trebunskaya,5.24,0.0,100.0,,9,0.0,9,18.0,False,Correctly Predicted Safe,True,8.037825059101655,6.638912529550828,False,Correctly Predicted Safe,True,False,0.36134187770186654,0.0,0.9476
12,2,11.0,11,Mike Catherwood,30.0,Lacey Schwimmer,1.2,0.0,11.08,,11,0.8892,11,22.0,True,Correctly Predicted Eliminated,True,7.092198581560284,4.146099290780142,True,Correctly Predicted Eliminated,True,True,0.34896451553220936,0.0,0.8916967509025271
12,2,10.0,10,Wendy Williams,31.0,Tony Dovolani,3.25,0.0,100.0,,10,0.0,10,20.0,False,Correctly Predicted Safe,True,7.328605200945626,5.289302600472813,False,Correctly Predicted Safe,True,False,0.3659241627031463,0.0,0.9675
12,3,1.0,1,Hines Ward,25.0,Kym Johnson,13.81,0.0,100.0,,1,0.0,1,2.0,False,Correctly Predicted Safe,True,11.682242990654206,12.746121495327102,False,Correctly Predicted Safe,True,False,0.3426651512001422,0.0,0.8619
12,3,1.0,8,Petra Nemcova,25.0,Dmitry Chaplin,5.92,0.0,100.0,,8,0.0,8,9.0,False,Correctly Predicted Safe,True,11.682242990654206,8.801121495327102,False,Correctly Predicted Safe,True,False,0.857408371813217,0.7777777777777778,0.9408
12,3,3.0,3,Chelsea Kane,23.0,Mark Ballas,13.81,0.0,100.0,,2,0.0,2,5.0,False,Correctly Predicted Safe,True,10.74766355140187,12.278831775700937,False,Correctly Predicted Safe,True,False,0.3426651512001422,0.0,0.8619
12,3,3.0,6,Kendra Wilkinson,23.0,Louis van Amstel,11.07,0.0,100.0,,6,0.0,6,9.0,False,Correctly Predicted Safe,True,10.74766355140187,10.908831775700936,False,Correctly Predicted Safe,True,False,0.5751387499936683,0.3333333333333333,0.8893
12,3,5.0,4,Ralph Macchio,21.0,Karina Smirnoff,13.81,0.0,100.0,,3,0.0,3,8.0,False,Correctly Predicted Safe,True,9.813084112149532,11.811542056074767,False,Correctly Predicted Safe,True,False,0.4043842261379886,0.1111111111111111,0.8619
12,3,5.0,2,Kirstie Alley,21.0,Maksim Chmerkoskiy,13.81,0.0,100.0,,4,0.0,4,9.0,False,Correctly Predicted Safe,True,9.813084112149532,11.811542056074767,False,Correctly Predicted Safe,True,False,0.5658930409772762,0.3333333333333333,0.8619
12,3,5.0,7,Chris Jericho,21.0,Cheryl Burke,8.69,0.0,100.0,,7,0.0,7,12.0,False,Correctly Predicted Safe,True,9.813084112149532,9.251542056074763,False,Correctly Predicted Safe,True,False,0.49683378076183904,0.2222222222222222,0.9131
12,3,8.0,9,Sugar Ray Leonard,20.0,Anna Trebunskaya,3.73,0.0,100.0,,9,0.0,9,17.0,False,Correctly Predicted Safe,True,9.345794392523365,6.5378971962616825,False,Correctly Predicted Safe,True,False,0.43244320804126457,0.1111111111111111,0.9627
12,3,8.0,5,Romeo,20.0,Chelsie Hightower,13.78,0.0,100.0,,5,0.0,5,13.0,False,Correctly Predicted Safe,True,9.345794392523365,11.562897196261682,False,Correctly Predicted Safe,True,False,0.5659942319239014,0.3333333333333333,0.8622
12,3,10.0,10,Wendy Williams,15.0,Tony Dovolani,1.54,0.0,12.98,,10,0.8702,10,20.0,True,Correctly Predicted Eliminated,True,7.009345794392523,4.274672897196261,True,Correctly Predicted Eliminated,True,True,0.3467549485729373,0.0,0.8813559322033898
12,4,1.0,3,Chelsea Kane,26.0,Mark Ballas,15.44,0.0,98.53,,2,0.0147,1,3.0,False,Correctly Predicted Safe,True,12.62135922330097,14.030679611650484,False,Correctly Predicted Safe,True,False,0.49522475617101736,0.25,0.8432964579315945
12,4,2.0,4,Ralph Macchio,25.0,Karina Smirnoff,15.44,0.0,98.53,,3,0.0147,2,5.0,False,Correctly Predicted Safe,True,12.135922330097088,13.787961165048545,False,Correctly Predicted Safe,True,False,0.49522475617101736,0.25,0.8432964579315945
12,4,2.0,1,Hines Ward,25.0,Kym Johnson,15.44,0.0,98.53,,4,0.0147,3,6.0,False,Correctly Predicted Safe,True,12.135922330097088,13.787961165048545,False,Correctly Predicted Safe,True,False,0.40809945471523384,0.125,0.8432964579315945
12,4,4.0,7,Chris Jericho,23.0,Cheryl Burke,7.54,0.0,98.53,,7,0.0147,7,11.0,False,Correctly Predicted Safe,True,11.165048543689322,9.35252427184466,False,Correctly Predicted Safe,True,False,0.6192778353852944,0.375,0.9234750837308434
12,4,4.0,8,Petra Nemcova,23.0,Dmitry Chaplin,4.45,0.0,98.53,,8,0.0147,8,12.0,False,Correctly Predicted Safe,True,11.165048543689322,7.807524271844661,False,Correctly Predicted Safe,True,False,0.7204710279199844,0.5,0.9548360905308028
12,4,4.0,5,Romeo,23.0,Chelsie Hightower,13.72,0.0,98.53,,5,0.0147,5,9.0,False,Correctly Predicted Safe,True,11.165048543689322,12.44252427184466,False,Correctly Predicted Safe,True,False,0.4128568934063846,0.125,0.8607530701309246
12,4,7.0,2,Kirstie Alley,22.0,Maksim Chmerkoskiy,15.44,0.0,98.53,,1,0.0147,4,8.0,False,Correctly Predicted Safe,True,10.679611650485436,13.059805825242718,False,Correctly Predicted Safe,True,False,0.7686633865357191,0.625,0.8432964579315945
12,4,8.0,9,Sugar Ray Leonard,21.0,Anna Trebunskaya,1.51,0.0,12.02,,9,0.8798,9,17.0,True,Correctly Predicted Eliminated,True,10.194174757281552,5.8520873786407765,True,Correctly Predicted Eliminated,True,True,0.4166148116713577,0.125,0.8743760399334443
12,4,9.0,6,Kendra Wilkinson,18.0,Louis van Amstel,11.01,1.47,100.0,,6,0.0147,6,15.0,False,Correctly Predicted Safe,True,8.737864077669903,9.873932038834951,False,Correctly Predicted Safe,True,False,0.6125087911703531,0.375,0.9031766974525526
12,5,1.0,1,Hines Ward,27.0,Kym Johnson,17.47,0.0,99.98,,2,0.0002,1,3.0,False,Correctly Predicted Safe,True,13.917525773195877,15.693762886597938,False,Correctly Predicted Safe,True,False,0.3352020994791156,0.0,0.8252650530106022
12,5,2.0,3,Chelsea Kane,26.0,Mark Ballas,17.47,0.0,99.98,,3,0.0002,2,5.0,False,Correctly Predicted Safe,True,13.402061855670103,15.436030927835052,False,Correctly Predicted Safe,True,False,0.4145564025675787,0.14285714285714285,0.8252650530106022
12,5,2.0,7,Chris Jericho,26.0,Cheryl Burke,5.42,0.0,99.98,,7,0.0002,7,9.0,False,Correctly Predicted Safe,True,13.402061855670103,9.411030927835052,False,Correctly Predicted Safe,True,False,0.8343879497889723,0.7142857142857143,0.9457891578315664
12,5,2.0,5,Romeo,26.0,Chelsie Hightower,13.19,0.0,99.98,,5,0.0002,5,7.0,False,Correctly Predicted Safe,True,13.402061855670103,13.296030927835051,False,Correctly Predicted Safe,True,False,0.642240007949566,0.42857142857142855,0.8680736147229446
12,5,5.0,2,Kirstie Alley,23.0,Maksim Chmerkoskiy,17.47,0.0,99.98,,1,0.0002,3,6.0,False,Correctly Predicted Safe,True,11.855670103092782,14.662835051546391,False,Correctly Predicted Safe,True,False,0.6281663691578336,0.42857142857142855,0.8252650530106022
12,5,6.0,4,Ralph Macchio,22.0,Karina Smirnoff,17.43,0.01,99.99,,4,0.0002,4,10.0,False,Correctly Predicted Safe,True,11.34020618556701,14.385103092783506,False,Correctly Predicted Safe,True,False,0.5166730400725283,0.2857142857142857,0.8257651530306062
12,5,6.0,8,Petra Nemcova,22.0,Dmitry Chaplin,1.9,0.0,13.65,,8,0.8635,8,14.0,True,Correctly Predicted Eliminated,True,11.34020618556701,6.620103092783506,True,Correctly Predicted Eliminated,True,True,0.5282661989229416,0.2857142857142857,0.8608058608058609
12,5,6.0,6,Kendra Wilkinson,22.0,Louis van Amstel,9.66,0.01,99.99,,6,0.0002,6,12.0,False,Correctly Predicted Safe,True,11.34020618556701,10.500103092783505,False,Correctly Predicted Safe,True,False,0.35151283399720945,0.0,0.9034806961392279
12,6,1.0,3,Chelsea Kane,28.0,Mark Ballas,20.2,0.0,100.0,,1,0.0,1,2.0,False,Correctly Predicted Safe,True,15.555555555555555,17.877777777777776,False,Correctly Predicted Safe,True,False,0.5443932353033012,0.3333333333333333,0.798
12,6,1.0,5,Romeo,28.0,Chelsie Hightower,12.01,0.0,100.0,,5,0.0,5,6.0,False,Correctly Predicted Safe,True,15.555555555555555,13.782777777777778,False,Correctly Predicted Safe,True,False,0.7997028562449311,0.6666666666666666,0.8799
12,6,3.0,1,Hines Ward,27.0,Kym Johnson,20.2,0.0,100.0,,2,0.0,2,5.0,False,Correctly Predicted Safe,True,15.0,17.6,False,Correctly Predicted Safe,True,False,0.5443932353033012,0.3333333333333333,0.798
