season,week,weekly_rank,season_rank,celebrity_name,total_score,ballroom_partner,estimated_fan_percent,fan_percent_min,fan_percent_max,estimated_fan_rank_milp,inferred_fan_rank,certainty,computed_total_rank,rank_based_score,is_predicted_eliminated_rank,prediction_outcome_rank,is_week_prediction_correct_rank,judge_percent,percent_based_score,is_predicted_eliminated_percent,prediction_outcome_percent,is_week_prediction_correct_percent,is_actual_eliminated
9,2,3.0,1,Donny Osmond,25.0,Kym Johnson,9.73,0.0,99.99,,3,0.0001,3,6.0,False,Correctly Predicted Safe,True,8.503401360544217,9.116700680272109,False,Correctly Predicted Safe,True,False
9,2,4.0,12,Debi Mazar,21.0,Maksim Chmerkoskiy,3.2,0.0,99.99,,12,0.0001,12,16.0,False,Correctly Predicted Safe,True,7.142857142857142,5.171428571428571,False,Correctly Predicted Safe,True,False
9,2,4.0,6,Mark Dacascos,21.0,Lacey Schwimmer,9.73,0.0,99.99,,4,0.0001,4,8.0,False,Correctly Predicted Safe,True,7.142857142857142,8.436428571428571,False,Correctly Predicted Safe,True,False
9,2,4.0,10,Natalie Coughlin,21.0,Alec Mazo,5.79,0.0,99.99,,10,0.0001,10,14.0,False,Correctly Predicted Safe,True,7.142857142857142,6.466428571428571,False,Correctly Predicted Safe,True,False
9,2,7.0,7,Michael Irvin,20.0,Anna Demidova,9.72,0.0,99.99,,7,0.0001,6,14.0,False,Correctly Predicted Safe,True,6.802721088435375,8.261360544217688,False,Correctly Predicted Safe,True,False
9,2,7.0,4,Joanna Krupa,20.0,Derek Hough,9.73,0.0,99.99,,5,0.0001,5,12.0,False,Correctly Predicted Safe,True,6.802721088435375,8.266360544217687,False,Correctly Predicted Safe,True,False
9,2,9.0,9,Melissa Joan Hart,19.0,Mark Ballas,7.16,0.0,99.99,,9,0.0001,9,18.0,False,Correctly Predicted Safe,True,6.462585034013606,6.8112925170068035,False,Correctly Predicted Safe,True,False
9,2,9.0,11,Chuck Liddell,19.0,Anna Trebunskaya,4.56,0.0,99.99,,11,0.0001,11,20.0,False,Correctly Predicted Safe,True,6.462585034013606,5.511292517006803,False,Correctly Predicted Safe,True,False
9,2,9.0,8,Louie Vito,19.0,Chelsie Hightower,8.46,0.0,99.99,,8,0.0001,8,17.0,False,Correctly Predicted Safe,True,6.462585034013606,7.461292517006804,False,Correctly Predicted Safe,True,False
9,2,9.0,3,Kelly Osbourne,19.0,Louis van Amstel,9.73,0.0,99.99,,6,0.0001,7,15.0,False,Correctly Predicted Safe,True,6.462585034013606,8.096292517006804,False,Correctly Predicted Safe,True,False
9,2,13.0,14,Kathy Ireland,18.0,Tony Dovolani,0.7,0.0,8.15,,14,0.9185,14,27.0,True,Correctly Predicted Eliminated,True,6.122448979591836,3.4112244897959183,True,Correctly Predicted Eliminated,True,True
9,2,13.0,13,Tom DeLay,18.0,Cheryl Burke,2.0,0.01,100.0,,13,0.0001,13,26.0,False,Correctly Predicted Safe,True,6.122448979591836,4.061224489795919,False,Correctly Predicted Safe,True,False
9,3,1.0,2,Mya,27.0,Dmitry Chaplin,10.52,0.0,98.82,,5,0.0118,1,6.0,False,Correctly Predicted Safe,True,10.465116279069768,10.492558139534884,False,Correctly Predicted Safe,True,False
9,3,2.0,10,Natalie Coughlin,26.0,Alec Mazo,4.95,0.0,98.82,,10,0.0118,9,12.0,False,Correctly Predicted Safe,True,10.077519379844961,7.51375968992248,False,Correctly Predicted Safe,True,False
9,3,3.0,4,Joanna Krupa,23.0,Derek Hough,10.52,0.0,98.82,,1,0.0118,2,4.0,False,Correctly Predicted Safe,True,8.914728682170542,9.717364341085272,False,Correctly Predicted Safe,True,False
9,3,4.0,5,Aaron Carter,21.0,Karina Smirnoff,10.52,0.0,98.82,,2,0.0118,3,6.0,False,Correctly Predicted Safe,True,8.13953488372093,9.329767441860465,False,Correctly Predicted Safe,True,False
9,3,4.0,1,Donny Osmond,21.0,Kym Johnson,10.52,0.0,98.82,,3,0.0118,4,7.0,False,Correctly Predicted Safe,True,8.13953488372093,9.329767441860465,False,Correctly Predicted Safe,True,False
9,3,6.0,8,Louie Vito,20.0,Chelsie Hightower,8.2,0.0,98.82,,8,0.0118,7,14.0,False,Correctly Predicted Safe,True,7.751937984496124,7.975968992248061,False,Correctly Predicted Safe,True,False
9,3,6.0,3,Kelly Osbourne,20.0,Louis van Amstel,10.52,0.0,98.82,,4,0.0118,5,10.0,False,Correctly Predicted Safe,True,7.751937984496124,9.135968992248062,False,Correctly Predicted Safe,True,False
9,3,8.0,9,Melissa Joan Hart,19.0,Mark Ballas,6.74,0.0,98.82,,9,0.0118,10,17.0,False,Correctly Predicted Safe,True,7.3643410852713185,7.052170542635659,False,Correctly Predicted Safe,True,False
9,3,9.0,6,Mark Dacascos,18.0,Lacey Schwimmer,10.52,0.0,98.82,,6,0.0118,6,15.0,False,Correctly Predicted Safe,True,6.976744186046512,8.748372093023256,False,Correctly Predicted Safe,True,False
9,3,10.0,12,Debi Mazar,17.0,Maksim Chmerkoskiy,2.31,0.0,9.58,,12,0.9042,12,22.0,True,Correctly Predicted Eliminated,True,6.5891472868217065,4.4495736434108535,True,Correctly Predicted Eliminated,True,True
9,3,10.0,11,Chuck Liddell,17.0,Anna Trebunskaya,3.82,0.01,98.83,,11,0.0118,11,21.0,False,Correctly Predicted Safe,True,6.5891472868217065,5.204573643410853,False,Correctly Predicted Safe,True,False
9,3,12.0,13,Tom DeLay,15.0,Cheryl Burke,0.89,0.0,9.55,,13,0.9045,13,25.0,True,Correctly Predicted Eliminated,True,5.813953488372093,3.351976744186046,True,Correctly Predicted Eliminated,True,True
9,3,13.0,7,Michael Irvin,14.0,Anna Demidova,9.95,1.17,99.99,,7,0.0118,8,20.0,False,Correctly Predicted Safe,True,5.426356589147287,7.6881782945736425,False,Correctly Predicted Safe,True,False
9,4,1.0,9,Melissa Joan Hart,28.0,Mark Ballas,4.81,0.0,99.15,,9,0.0085,7,10.0,False,Correctly Predicted Safe,True,11.570247933884298,8.19012396694215,False,Correctly Predicted Safe,True,False
9,4,1.0,2,Mya,28.0,Dmitry Chaplin,12.51,0.0,99.15,,1,0.0085,1,2.0,False,Correctly Predicted Safe,True,11.570247933884298,12.040123966942149,False,Correctly Predicted Safe,True,False
9,4,3.0,4,Joanna Krupa,26.0,Derek Hough,12.51,0.0,99.15,,4,0.0085,2,7.0,False,Correctly Predicted Safe,True,10.743801652892563,11.626900826446281,False,Correctly Predicted Safe,True,False
9,4,4.0,10,Natalie Coughlin,24.0,Alec Mazo,2.93,0.0,99.15,,10,0.0085,10,14.0,False,Correctly Predicted Safe,True,9.917355371900827,6.423677685950413,False,Correctly Predicted Safe,True,False
9,4,4.0,1,Donny Osmond,24.0,Kym Johnson,12.51,0.0,99.15,,2,0.0085,3,6.0,False,Correctly Predicted Safe,True,9.917355371900827,11.213677685950413,False,Correctly Predicted Safe,True,False
9,4,6.0,3,Kelly Osbourne,23.0,Louis van Amstel,12.51,0.0,99.15,,3,0.0085,4,9.0,False,Correctly Predicted Safe,True,9.50413223140496,11.007066115702479,False,Correctly Predicted Safe,True,False
9,4,7.0,6,Mark Dacascos,22.0,Lacey Schwimmer,11.38,0.0,99.15,,6,0.0085,5,13.0,False,Correctly Predicted Safe,True,9.090909090909092,10.235454545454546,False,Correctly Predicted Safe,True,False
9,4,8.0,5,Aaron Carter,18.0,Karina Smirnoff,12.51,0.0,99.15,,5,0.0085,6,13.0,False,Correctly Predicted Safe,True,7.43801652892562,9.97400826446281,False,Correctly Predicted Safe,True,False
9,4,9.0,11,Chuck Liddell,17.0,Anna Trebunskaya,1.21,0.0,11.15,,11,0.8885,11,20.0,True,Correctly Predicted Eliminated,True,7.024793388429752,4.117396694214876,True,Correctly Predicted Eliminated,True,True
9,4,10.0,8,Louie Vito,16.0,Chelsie Hightower,7.52,0.42,99.58,,8,0.0085,9,18.0,False,Correctly Predicted Safe,True,6.6115702479338845,7.065785123966942,False,Correctly Predicted Safe,True,False
9,4,10.0,7,Michael Irvin,16.0,Anna Demidova,9.6,0.42,99.58,,7,0.0085,8,17.0,False,Correctly Predicted Safe,True,6.6115702479338845,8.105785123966943,False,Correctly Predicted Safe,True,False
9,5,1.0,1,Donny Osmond,29.0,Kym Johnson,13.8,0.0,99.57,,1,0.0043,1,2.0,False,Correctly Predicted Safe,True,11.983471074380166,12.891735537190083,False,Correctly Predicted Safe,True,False
9,5,2.0,2,Mya,27.0,Dmitry Chaplin,13.8,0.0,99.57,,2,0.0043,2,4.0,False,Correctly Predicted Safe,True,11.15702479338843,12.478512396694216,False,Correctly Predicted Safe,True,False
9,5,3.0,6,Mark Dacascos,26.0,Lacey Schwimmer,11.06,0.0,99.57,,6,0.0043,6,9.0,False,Correctly Predicted Safe,True,10.743801652892563,10.901900826446282,False,Correctly Predicted Safe,True,False
9,5,4.0,4,Joanna Krupa,24.0,Derek Hough,13.8,0.0,99.57,,4,0.0043,3,8.0,False,Correctly Predicted Safe,True,9.917355371900827,11.858677685950415,False,Correctly Predicted Safe,True,False
9,5,4.0,5,Aaron Carter,24.0,Karina Smirnoff,13.68,0.0,99.57,,5,0.0043,5,9.0,False,Correctly Predicted Safe,True,9.917355371900827,11.798677685950413,False,Correctly Predicted Safe,True,False
9,5,4.0,3,Kelly Osbourne,24.0,Louis van Amstel,13.8,0.0,99.57,,3,0.0043,4,7.0,False,Correctly Predicted Safe,True,9.917355371900827,11.858677685950415,False,Correctly Predicted Safe,True,False
9,5,7.0,9,Melissa Joan Hart,23.0,Mark Ballas,3.71,0.0,99.57,,9,0.0043,9,16.0,False,Correctly Predicted Safe,True,9.50413223140496,6.60706611570248,False,Correctly Predicted Safe,True,False
9,5,8.0,10,Natalie Coughlin,22.0,Alec Mazo,1.25,0.0,10.9,,10,0.891,10,18.0,True,Correctly Predicted Eliminated,True,9.090909090909092,5.170454545454546,True,Correctly Predicted Eliminated,True,True
9,5,8.0,8,Louie Vito,22.0,Chelsie Hightower,6.27,0.01,99.58,,8,0.0043,8,16.0,False,Correctly Predicted Safe,True,9.090909090909092,7.680454545454546,False,Correctly Predicted Safe,True,False
9,5,10.0,7,Michael Irvin,21.0,Anna Demidova,8.84,0.42,99.99,,7,0.0043,7,17.0,False,Correctly Predicted Safe,True,8.677685950413224,8.758842975206612,False,Correctly Predicted Safe,True,False
9,6,1.0,4,Joanna Krupa,35.9999,Derek Hough,15.43,0.0,99.2,,3,0.008,1,4.0,False,Correctly Predicted Safe,False,13.846163313642238,14.638081656821118,False,Correctly Predicted Safe,True,False
9,6,2.0,2,Mya,33.0,Dmitry Chaplin,15.43,0.0,99.2,,4,0.008,2,6.0,False,Correctly Predicted Safe,False,12.692351627371018,14.061175813685509,False,Correctly Predicted Safe,True,False
9,6,3.0,5,Aaron Carter,32.9998,Karina Smirnoff,13.47,0.0,99.2,,5,0.008,4,8.0,False,Correctly Predicted Safe,False,12.692274704027822,13.081137352013911,False,Correctly Predicted Safe,True,False
9,6,4.0,6,Mark Dacascos,32.0,Lacey Schwimmer,10.45,0.0,99.2,,6,0.008,6,10.0,False,Correctly Predicted Safe,False,12.307734911390078,11.378867455695039,False,Correctly Predicted Safe,True,False
9,6,5.0,1,Donny Osmond,30.9999,Kym Johnson,15.43,0.0,99.2,,2,0.008,3,7.0,False,Correctly Predicted Safe,False,11.923079733737541,13.67653986686877,False,Correctly Predicted Safe,True,False
9,6,6.0,3,Kelly Osbourne,24.9998,Louis van Amstel,15.43,0.0,99.2,,1,0.008,5,7.0,False,Correctly Predicted Safe,False,9.615340976180303,12.522670488090151,False,Correctly Predicted Safe,True,False
9,6,7.0,8,Louie Vito,24.0,Chelsie Hightower,4.75,0.01,14.61,,8,0.854,8,15.0,False,Incorrectly Predicted Safe,False,9.230801183542559,6.990400591771279,True,Correctly Predicted Eliminated,True,True
9,6,8.0,9,Melissa Joan Hart,23.9999,Mark Ballas,1.66,0.0,12.97,,9,0.8703,9,17.0,True,Correctly Predicted Eliminated,False,9.230762721870962,5.445381360935481,True,Correctly Predicted Eliminated,True,True
9,6,9.0,7,Michael Irvin,21.9998,Anna Demidova,7.95,0.79,99.99,,7,0.008,7,16.0,True,Incorrectly Predicted Eliminated,False,8.461490828237482,8.205745414118741,False,Correctly Predicted Safe,True,False
9,7,1.0,4,Joanna Krupa,27.5,Derek Hough,17.09,0.0,98.85,,4,0.0115,4,5.0,False,Correctly Predicted Safe,True,15.669515669515668,16.379757834757832,False,Correctly Predicted Safe,True,False
9,7,2.0,5,Aaron Carter,26.5,Karina Smirnoff,12.14,0.0,98.85,,5,0.0115,5,7.0,False,Correctly Predicted Safe,True,15.0997150997151,13.61985754985755,False,Correctly Predicted Safe,True,False
9,7,3.0,1,Donny Osmond,26.0,Kym Johnson,20.26,0.0,98.85,,1,0.0115,1,4.0,False,Correctly Predicted Safe,True,14.814814814814813,17.537407407407407,False,Correctly Predicted Safe,True,False
9,7,3.0,3,Kelly Osbourne,26.0,Louis van Amstel,20.26,0.0,98.85,,2,0.0115,2,5.0,False,Correctly Predicted Safe,True,14.814814814814813,17.537407407407407,False,Correctly Predicted Safe,True,False
9,7,5.0,2,Mya,24.5,Dmitry Chaplin,20.26,0.0,98.85,,3,0.0115,3,8.0,False,Correctly Predicted Safe,True,13.96011396011396,17.11005698005698,False,Correctly Predicted Safe,True,False
9,7,6.0,7,Michael Irvin,23.5,Anna Demidova,2.35,0.0,15.17,,7,0.8483,7,13.0,True,Correctly Predicted Eliminated,True,13.390313390313391,7.8701566951566955,True,Correctly Predicted Eliminated,True,True
9,7,7.0,6,Mark Dacascos,21.5,Lacey Schwimmer,7.65,1.15,18.84,,6,0.8231,6,13.0,True,Correctly Predicted Eliminated,True,12.250712250712251,9.950356125356127,True,Correctly Predicted Eliminated,True,True
9,8,1.0,2,Mya,29.5,Dmitry Chaplin,29.27,0.0,99.99,,1,0.0001,1,2.0,False,Correctly Predicted Safe,True,22.519083969465647,25.894541984732825,False,Correctly Predicted Safe,True,False
9,8,2.0,4,Joanna Krupa,26.0,Derek Hough,13.71,0.0,99.99,,4,0.0001,4,6.0,False,Correctly Predicted Safe,True,19.84732824427481,16.778664122137407,False,Correctly Predicted Safe,True,False
9,8,3.0,3,Kelly Osbourne,25.5,Louis van Amstel,23.58,0.0,99.99,,3,0.0001,3,6.0,False,Correctly Predicted Safe,True,19.46564885496183,21.522824427480913,False,Correctly Predicted Safe,True,False
9,8,4.0,5,Aaron Carter,25.0,Karina Smirnoff,4.17,0.0,20.91,,5,0.7909,5,9.0,True,Correctly Predicted Eliminated,True,19.083969465648856,11.626984732824429,True,Correctly Predicted Eliminated,True,True
9,8,4.0,1,Donny Osmond,25.0,Kym Johnson,29.27,0.01,100.0,,2,0.0001,2,6.0,False,Correctly Predicted Safe,True,19.083969465648856,24.17698473282443,False,Correctly Predicted Safe,True,False
9,9,1.0,2,Mya,28.9999,Dmitry Chaplin,35.27,0.0,96.85,,2,0.0315,1,3.0,False,Correctly Predicted Safe,True,27.187499707030245,31.228749853515126,False,Correctly Predicted Safe,True,False
9,9,2.0,4,Joanna Krupa,27.0,Derek Hough,5.58,0.0,24.68,,4,0.7532,4,6.0,True,Correctly Predicted Eliminated,True,25.312587012017858,15.446293506008928,True,Correctly Predicted Eliminated,True,True
9,9,3.0,3,Kelly Osbourne,25.9998,Louis van Amstel,21.14,0.95,97.8,,3,0.0315,3,6.0,False,Correctly Predicted Safe,True,24.374896288705994,22.757448144353,False,Correctly Predicted Safe,True,False
9,9,4.0,1,Donny Osmond,24.666600000000003,Kym Johnson,38.0,2.2,99.05,,1,0.0315,2,5.0,False,Correctly Predicted Safe,True,23.125016992245914,30.56250849612296,False,Correctly Predicted Safe,True,False
9,10,1.0,1,Donny Osmond,28.9998,Kym Johnson,54.01,31.55,100.0,,1,0.3155,1,2.0,False,Correctly Predicted Safe,True,35.12776905634048,44.568884528170244,False,Correctly Predicted Safe,True,False
9,10,2.0,2,Mya,28.3332,Dmitry Chaplin,35.48,0.0,50.4,,2,0.496,2,4.0,True,Correctly Predicted Eliminated,True,34.32030932030932,34.900154660154655,True,Correctly Predicted Eliminated,True,True
9,10,3.0,3,Kelly Osbourne,25.2222,Louis van Amstel,10.51,0.0,36.1,,3,0.639,3,6.0,True,Correctly Predicted Eliminated,True,30.551921623350196,20.530960811675097,True,Correctly Predicted Eliminated,True,True
10,2,1.0,1,Nicole Scherzinger,53.0,Derek Hough,12.49,0.0,93.67,,1,0.0633,1,2.0,False,Correctly Predicted Safe,False,12.354312354312354,12.422156177156177,False,Correctly Predicted Safe,True,False
10,2,2.0,2,Evan Lysacek,47.0,Anna Trebunskaya,12.49,0.0,93.67,,2,0.0633,2,4.0,False,Correctly Predicted Safe,False,10.955710955710956,11.722855477855479,False,Correctly Predicted Safe,True,False
10,2,3.0,3,Erin Andrews,44.0,Maksim Chmerkoskiy,12.49,0.0,93.67,,5,0.0633,3,8.0,False,Correctly Predicted Safe,False,10.256410256410255,11.373205128205129,False,Correctly Predicted Safe,True,False
10,2,4.0,6,Pamela Anderson,43.0,Damian Whitewood,11.24,0.0,93.67,,6,0.0633,5,10.0,False,Correctly Predicted Safe,False,10.023310023310025,10.631655011655013,False,Correctly Predicted Safe,True,False
10,2,6.0,5,Niecy Nash,39.0,Louis van Amstel,12.49,0.0,93.67,,3,0.0633,4,9.0,False,Correctly Predicted Safe,False,9.090909090909092,10.790454545454546,False,Correctly Predicted Safe,True,False
10,2,7.0,11,Shannen Doherty,38.0,Mark Ballas,0.79,0.0,9.31,,11,0.9069,11,18.0,False,Incorrectly Predicted Safe,False,8.857808857808857,4.823904428904429,True,Correctly Predicted Eliminated,True,True
10,2,5.0,7,Jake Pavelka,40.0,Chelsie Hightower,9.25,0.0,93.67,,7,0.0633,7,12.0,False,Correctly Predicted Safe,False,9.324009324009324,9.287004662004662,False,Correctly Predicted Safe,True,False
10,2,8.0,9,Aiden Turner,34.0,Edyta Sliwinska,5.26,0.94,94.61,,9,0.0633,9,17.0,False,Correctly Predicted Safe,False,7.925407925407925,6.592703962703963,False,Correctly Predicted Safe,True,False
10,2,8.0,4,Chad Ochocinco,34.0,Cheryl Burke,12.49,0.94,94.61,,4,0.0633,6,12.0,False,Correctly Predicted Safe,False,7.925407925407925,10.207703962703963,False,Correctly Predicted Safe,True,False
10,2,10.0,8,Kate Gosselin,31.0,Tony Dovolani,7.43,1.64,95.31,,8,0.0633,8,18.0,False,Correctly Predicted Safe,False,7.226107226107226,7.328053613053613,False,Correctly Predicted Safe,True,False
10,2,11.0,10,Buzz Aldrin,26.0,Ashly DelGrosso,3.59,2.81,96.47,,10,0.0633,10,21.0,True,Incorrectly Predicted Eliminated,False,6.0606060606060606,4.82530303030303,False,Correctly Predicted Safe,True,False
10,3,1.0,2,Evan Lysacek,26.0,Anna Trebunskaya,13.75,0.0,100.0,,2,0.0,1,3.0,False,Correctly Predicted Safe,True,12.807881773399016,13.278940886699509,False,Correctly Predicted Safe,True,False
10,3,2.0,1,Nicole Scherzinger,23.0,Derek Hough,13.75,0.0,100.0,,1,0.0,2,3.0,False,Correctly Predicted Safe,True,11.330049261083744,12.540024630541872,False,Correctly Predicted Safe,True,False
10,3,2.0,3,Erin Andrews,23.0,Maksim Chmerkoskiy,13.75,0.0,100.0,,3,0.0,3,5.0,False,Correctly Predicted Safe,True,11.330049261083744,12.540024630541872,False,Correctly Predicted Safe,True,False
10,3,4.0,5,Niecy Nash,21.0,Louis van Amstel,13.58,0.0,100.0,,5,0.0,4,9.0,False,Correctly Predicted Safe,True,10.344827586206897,11.962413793103448,False,Correctly Predicted Safe,True,False
10,3,4.0,6,Pamela Anderson,21.0,Damian Whitewood,11.08,0.0,100.0,,6,0.0,6,10.0,False,Correctly Predicted Safe,True,10.344827586206897,10.712413793103448,False,Correctly Predicted Safe,True,False
10,3,4.0,7,Jake Pavelka,21.0,Chelsie Hightower,8.58,0.0,100.0,,7,0.0,7,11.0,False,Correctly Predicted Safe,True,10.344827586206897,9.462413793103448,False,Correctly Predicted Safe,True,False
10,3,7.0,9,Aiden Turner,20.0,Edyta Sliwinska,3.65,0.0,100.0,,9,0.0,9,16.0,False,Correctly Predicted Safe,True,9.852216748768473,6.751108374384237,False,Correctly Predicted Safe,True,False
10,3,7.0,4,Chad Ochocinco,20.0,Cheryl Burke,13.75,0.0,100.0,,4,0.0,5,11.0,False,Correctly Predicted Safe,True,9.852216748768473,11.801108374384237,False,Correctly Predicted Safe,True,False
10,3,9.0,8,Kate Gosselin,15.0,Tony Dovolani,6.49,0.0,100.0,,8,0.0,8,17.0,False,Correctly Predicted Safe,True,7.389162561576355,6.939581280788177,False,Correctly Predicted Safe,True,False
10,3,10.0,10,Buzz Aldrin,13.0,Ashly DelGrosso,1.62,0.0,13.59,,10,0.8641,10,20.0,True,Correctly Predicted Eliminated,True,6.403940886699508,4.011970443349754,True,Correctly Predicted Eliminated,True,True
10,4,1.0,2,Evan Lysacek,26.0,Anna Trebunskaya,15.39,0.0,99.72,,1,0.0028,1,2.0,False,Correctly Predicted Safe,True,14.016172506738545,14.703086253369273,False,Correctly Predicted Safe,True,False
10,4,2.0,1,Nicole Scherzinger,25.0,Derek Hough,15.39,0.0,99.72,,2,0.0028,2,4.0,False,Correctly Predicted Safe,True,13.477088948787062,14.433544474393532,False,Correctly Predicted Safe,True,False
10,4,3.0,6,Pamela Anderson,23.5,Damian Whitewood,10.36,0.0,99.72,,6,0.0028,6,9.0,False,Correctly Predicted Safe,True,12.668463611859837,11.514231805929917,False,Correctly Predicted Safe,True,False
10,4,4.0,4,Chad Ochocinco,22.0,Cheryl Burke,15.39,0.0,99.72,,4,0.0028,3,8.0,False,Correctly Predicted Safe,True,11.859838274932615,13.624919137466307,False,Correctly Predicted Safe,True,False
10,4,5.0,3,Erin Andrews,19.5,Maksim Chmerkoskiy,15.39,0.0,99.72,,3,0.0028,4,8.0,False,Correctly Predicted Safe,True,10.512129380053908,12.951064690026953,False,Correctly Predicted Safe,True,False
10,4,6.0,7,Jake Pavelka,19.0,Chelsie Hightower,7.66,0.0,99.72,,7,0.0028,7,13.0,False,Correctly Predicted Safe,True,10.242587601078167,8.951293800539084,False,Correctly Predicted Safe,True,False
10,4,7.0,5,Niecy Nash,18.0,Louis van Amstel,13.9,0.0,99.72,,5,0.0028,5,12.0,False,Correctly Predicted Safe,True,9.703504043126685,11.801752021563342,False,Correctly Predicted Safe,True,False
10,4,8.0,9,Aiden Turner,16.5,Edyta Sliwinska,1.71,0.0,13.32,,9,0.8668,9,17.0,True,Correctly Predicted Eliminated,True,8.89487870619946,5.3024393530997305,True,Correctly Predicted Eliminated,True,True
10,4,9.0,8,Kate Gosselin,16.0,Tony Dovolani,4.83,0.28,100.0,,8,0.0028,8,17.0,False,Correctly Predicted Safe,True,8.62533692722372,6.72766846361186,False,Correctly Predicted Safe,True,False
10,5,1.0,1,Nicole Scherzinger,29.0,Derek Hough,17.31,0.0,100.0,,2,0.0,1,3.0,False,Correctly Predicted Safe,True,16.76300578034682,17.03650289017341,False,Correctly Predicted Safe,True,False
10,5,2.0,2,Evan Lysacek,27.0,Anna Trebunskaya,17.31,0.0,100.0,,3,0.0,2,5.0,False,Correctly Predicted Safe,True,15.606936416184972,16.458468208092484,False,Correctly Predicted Safe,True,False
10,5,3.0,7,Jake Pavelka,23.0,Chelsie Hightower,5.39,0.0,100.0,,7,0.0,7,10.0,False,Correctly Predicted Safe,True,13.294797687861271,9.342398843930635,False,Correctly Predicted Safe,True,False
10,5,4.0,3,Erin Andrews,22.0,Maksim Chmerkoskiy,17.31,0.0,100.0,,4,0.0,3,8.0,False,Correctly Predicted Safe,True,12.716763005780345,15.013381502890173,False,Correctly Predicted Safe,True,False
10,5,5.0,6,Pamela Anderson,21.0,Damian Whitewood,9.44,0.0,100.0,,6,0.0,6,11.0,False,Correctly Predicted Safe,True,12.138728323699421,10.789364161849711,False,Correctly Predicted Safe,True,False
10,5,6.0,5,Niecy Nash,18.0,Louis van Amstel,13.59,0.0,100.0,,5,0.0,5,11.0,False,Correctly Predicted Safe,True,10.404624277456648,11.997312138728324,False,Correctly Predicted Safe,True,False
10,5,6.0,4,Chad Ochocinco,18.0,Cheryl Burke,17.31,0.0,100.0,,1,0.0,4,7.0,False,Correctly Predicted Safe,True,10.404624277456648,13.857312138728323,False,Correctly Predicted Safe,True,False
10,5,8.0,8,Kate Gosselin,15.0,Tony Dovolani,2.35,0.0,16.32,,8,0.8368,8,16.0,True,Correctly Predicted Eliminated,True,8.670520231213873,5.510260115606936,True,Correctly Predicted Eliminated,True,True
10,6,1.0,1,Nicole Scherzinger,35.9999,Derek Hough,20.14,0.0,100.0,,1,0.0,1,2.0,False,Correctly Predicted Safe,True,17.224890226905064,18.68244511345253,False,Correctly Predicted Safe,True,False
10,6,2.0,3,Erin Andrews,34.0,Maksim Chmerkoskiy,20.14,0.0,100.0,,2,0.0,2,4.0,False,Correctly Predicted Safe,True,16.267997069846647,18.203998534923322,False,Correctly Predicted Safe,True,False
10,6,3.0,4,Chad Ochocinco,30.9999,Cheryl Burke,17.16,0.0,100.0,,4,0.0,4,7.0,False,Correctly Predicted Safe,True,14.832537716633503,15.996268858316752,False,Correctly Predicted Safe,True,False
10,6,4.0,6,Pamela Anderson,29.9998,Damian Whitewood,7.18,0.0,100.0,,6,0.0,6,10.0,False,Correctly Predicted Safe,True,14.354019367528984,10.767009683764492,False,Correctly Predicted Safe,True,False
10,6,5.0,2,Evan Lysacek,27.0,Anna Trebunskaya,20.14,0.0,100.0,,3,0.0,3,8.0,False,Correctly Predicted Safe,True,12.918703555466454,16.529351777733226,False,Correctly Predicted Safe,True,False
10,6,6.0,5,Niecy Nash,25.9998,Louis van Amstel,12.6,0.0,100.0,,5,0.0,5,11.0,False,Correctly Predicted Safe,True,12.44013735931173,12.520068679655864,False,Correctly Predicted Safe,True,False
10,6,7.0,7,Jake Pavelka,24.9999,Chelsie Hightower,2.63,0.0,16.6,,7,0.834,7,14.0,True,Correctly Predicted Eliminated,True,11.961714704307623,7.295857352153812,True,Correctly Predicted Eliminated,True,True
10,7,1.0,2,Evan Lysacek,27.0,Anna Trebunskaya,23.78,0.0,99.34,,1,0.0066,1,2.0,False,Correctly Predicted Safe,False,17.363344051446948,20.571672025723473,False,Correctly Predicted Safe,True,False
10,7,1.0,1,Nicole Scherzinger,27.0,Derek Hough,23.78,0.0,99.34,,2,0.0066,2,3.0,False,Correctly Predicted Safe,False,17.363344051446948,20.571672025723473,False,Correctly Predicted Safe,True,False
10,7,3.0,4,Chad Ochocinco,26.0,Cheryl Burke,16.41,0.0,99.34,,4,0.0066,4,7.0,False,Correctly Predicted Safe,False,16.720257234726688,16.565128617363342,False,Correctly Predicted Safe,True,False
10,7,4.0,6,Pamela Anderson,25.5,Damian Whitewood,2.9,0.0,16.93,,6,0.8307,6,10.0,False,Incorrectly Predicted Safe,False,16.39871382636656,9.64935691318328,True,Correctly Predicted Eliminated,True,True
10,7,4.0,3,Erin Andrews,25.5,Maksim Chmerkoskiy,23.28,0.01,99.35,,3,0.0066,3,7.0,False,Correctly Predicted Safe,False,16.39871382636656,19.83935691318328,False,Correctly Predicted Safe,True,False
10,7,6.0,5,Niecy Nash,24.5,Louis van Amstel,9.84,0.65,99.99,,5,0.0066,5,11.0,True,Incorrectly Predicted Eliminated,False,15.755627009646304,12.797813504823152,False,Correctly Predicted Safe,True,False
10,8,1.0,1,Nicole Scherzinger,29.5,Derek Hough,29.05,0.0,100.0,,1,0.0,1,2.0,False,Correctly Predicted Safe,True,23.3201581027668,26.1850790513834,False,Correctly Predicted Safe,True,False
